,ID_CONCURSO,Órgão,Cargo,Banca,Local,Inscrição início,Inscrição fim,Data da prova,Status,Vagas,Salário base,Benefícios principais,Jornada,Estrutura objetiva,Discursiva,Edital oficial,Pasta Drive,Observações
0,CRBIO01-2026-ATI,CRBio-01,Analista – Analista de Tecnologia da Informação,Instituto Quadrix,São Paulo/SP,21/09/2026,21/10/2026,29/11/2026,inscrições abertas,"30 CR (18 AC, 2 PcD, 8 PN, 1 PI, 1 PQ)",7181.5,VR R$ 1.540; VA R$ 950; plano de saúde; plano de carreira; vale-transporte,40h/semana,120 itens: 40 básicos + 30 complementares + 50 específicos,20–30 linhas sobre conhecimentos específicos,https://anexos-r2.selecao.net.br/uploads/861/concursos/3071/anexos/1afe4f0b-7113-4dad-bf04-0c578b3fd24a.pdf,1GUtGFzXVMp1PK9VDS_fueuTiwPpk_1lW,Prova à tarde; banca Certo/Errado com penalização por erro.
1,SETEC-2026-ATI,SETEC – Serviços Técnicos Gerais,Analista Técnico (Informática),INDEPAC,Campinas/SP,08/09/2026,04/12/2026,17/01/2027,inscrições abertas,1 vaga + CR,8285.32,Vale-alimentação conforme edital,36h/semana ou até 180h/mês em escala,40 questões: 10 Português + 10 Matemática + 20 específicos,1 questão teórico-prática,https://anexos-r2.selecao.net.br/uploads/815/concursos/109/anexos/52b446b1-6df2-4a0c-a457-2215b9f5b58f.pdf,14XvemdkwUmOWHQDcNtVgQglY03Nbdjab,Prova em Campinas; objetiva de múltipla escolha com 4 alternativas.
,ID_TÓPICO,Disciplina,Assunto,Subassunto / escopo,CRBio,SETEC,Cobertura,Prioridade inicial,Fase,Status editorial,Observação
43,LEG-005,LEG-005-02,"Princípios, bases legais e consentimento",Art. 6º; arts. 7º a 10; dez princípios; bases legais; consentimento; legítimo interesse; dados públicos,Aprofundado,concluída,concluídos,"concluídas — Q3951881, Q3610624, Q3962616, Q4244920, Q4231252 + 2 autorais INDEPAC após busca negativa",mídia compartilhada no fechamento de LEG-005,concluídas — Planalto + ANPD,concluído — conteúdo e banca; mídia geral será tratada na revisão final,Cobrir todos os princípios e bases sem tratar consentimento como única autorização.,"Quadrix: Q3951881, Q3610624, Q3962616, Q4244920 e Q4231252 reais. INDEPAC: BUSCA-INDEPAC-LGPD-02 negativa; 2 fallbacks autorais criados.",concluído
44,LEG-005,LEG-005-03,"Dados sensíveis, crianças/adolescentes, término e conservação",Arts. 11 a 16; dados sensíveis; anonimização; crianças/adolescentes; término; conservação,Aprofundado,concluída — arts. 11 a 16 aprofundados,"concluídos — dados sensíveis, anonimização/pseudonimização, crianças/adolescentes e conservação",concluídas — 8 novas referências Quadrix + Q4244921 reutilizada + 3 autorais INDEPAC após busca negativa,mídia compartilhada no fechamento de LEG-005,concluídas — Planalto + ANPD Enunciado nº 1/2023 + fontes oficiais Quadrix,concluído — conteúdo e banca; mídia geral será tratada na revisão final,Distinguir bases/regras de dados comuns e sensíveis; dominar art. 14 e hipóteses de conservação.,"Quadrix: Q4251763, Q4241922, Q4241921, Q4241920, Q4241923, Q4241924, Q4251766 e Q4231253; Q4244921 reutilizada. INDEPAC: BUSCA-INDEPAC-LGPD-03 negativa; 3 fallbacks autorais criados.",concluído
45,LEG-005,LEG-005-04,Direitos do titular,"Arts. 17 a 22; confirmação, acesso, correção, anonimização, portabilidade, eliminação, informação, revogação e revisão",Aprofundado,concluída — arts. 17 a 22 aprofundados,"concluídos — direitos do art. 18, acesso/prazos, portabilidade, oposição e decisões automatizadas","concluídas — Q3951879, Q4199320, Q2154542, Q4014576, Q3962619 + 3 autorais INDEPAC após busca negativa",mídia compartilhada no fechamento de LEG-005,concluídas — Planalto + fontes oficiais Quadrix,concluído — conteúdo e banca; mídia geral será tratada na revisão final,"Dominar direitos, formas de exercício, prazos/regras quando previstos e revisão de decisões automatizadas.","Quadrix: Q3951879, Q4199320, Q2154542, Q4014576 e Q3962619 reais e comentadas. INDEPAC: BUSCA-INDEPAC-LGPD-04 negativa; 3 fallbacks autorais de quatro alternativas criados.",concluído
46,LEG-005,LEG-005-05,Tratamento pelo Poder Público e uso compartilhado,Arts. 23 a 32; finalidade pública; publicidade; interoperabilidade; compartilhamento com privados; responsabilidades,Aprofundado,pendente,pendentes,pendentes,mídia compartilhada no fechamento de LEG-005,fontes oficiais + guia ANPD Poder Público,pendente,Distinguir regime público das exclusões do art. 4º e conectar LGPD a finalidade pública/transparência.,Pesquisar primeiro Quadrix e INDEPAC.,pendente
47,LEG-005,LEG-005-06,"Transferência internacional, agentes de tratamento e encarregado",Arts. 33 a 45; transferência internacional; controlador; operador; encarregado; registros; relatório de impacto; responsabilidade,Aprofundado,pendente,pendentes,pendentes,mídia compartilhada no fechamento de LEG-005,fontes oficiais + ANPD,pendente,Cobrir mecanismos de transferência e funções/responsabilidades dos agentes conforme texto vigente.,Pesquisar primeiro Quadrix e INDEPAC.,pendente
48,LEG-005,LEG-005-07,"Segurança, incidentes, boas práticas, fiscalização e sanções",Arts. 46 a 54; segurança; incidente; governança; sanções administrativas; critérios de aplicação,Aprofundado,pendente,pendentes,pendentes,mídia compartilhada no fechamento de LEG-005,fontes oficiais + regulamentos ANPD quando pertinentes,pendente,Dominar deveres de segurança e sanções sem confundir texto legal com regulamentação posterior.,Pesquisar primeiro Quadrix e INDEPAC.,pendente
49,LEG-005,LEG-005-08,ANPD e Conselho Nacional de Proteção de Dados,"Arts. 55-A em diante; natureza, competências, estrutura, CNPD; redação vigente; instrumentos e planejamento institucional quando exigido",Aprofundado,pendente,pendentes,pendentes,mídia compartilhada no fechamento de LEG-005,fontes oficiais Planalto + ANPD,pendente,"Cobrir estrutura e competências vigentes, distinguindo lei de atos/regulamentos posteriores.",Pesquisar primeiro Quadrix e INDEPAC.,pendente
50,LEG-005,LEG-005-09,Revisão final e banco cumulativo,Resumo integral; pegadinhas; questões reais/autorais; discursivas; revisões D0/D1/D7/D21; mídia; checklist,Síntese e treino,pendente,pendentes,pendentes de consolidação,imagem original + 1–3 vídeos verificados obrigatórios,fontes consolidadas ao final,pendente,"Só concluir LEG-005 após revisão cruzada da lei vigente, questões das duas bancas, fontes e mídia.",Revisar todas as pesquisas e reutilizações anteriores.,pendente
,ID_REF,Banca,Ano,Órgão,Cargo / prova,ID externo,Tema observado,Formato,Origem,URL,Uso no projeto,Status,Observações,Literal no material,Gabarito/explicação,Auditoria,Unnamed: 16
0,QREF-QUAD-001,Quadrix,2024,CFP,Analista Técnico/TI/Desenvolvimento,Q3101987,SQL; JOIN; validação de consulta e tabelas necessárias,Certo/Errado,QConcursos — localização da questão,https://www.qconcursos.com/questoes-de-concursos/provas/quadrix-2024-cfp-analista-tecnico-ti-desenvolvimento/questoes?discipline_ids%5B%5D=96,Calibrar itens C/E com esquema relacional e análise semântica,verificado,Questão real da banca; não copiar em massa. Linkar/usar como treino na fonte.,,,,
1,QREF-QUAD-002,Quadrix,2025,CRMV-GO,Analista Administrativo,Q3812664,SELECT; INNER JOIN; WHERE; GROUP BY; HAVING; COUNT,Certo/Errado,QConcursos — localização da questão,https://www.qconcursos.com/questoes-de-concursos/disciplinas/tecnologia-da-informacao-banco-de-dados/sql/questoes?page=10,Calibrar consultas integradas e julgamento de correção,verificado,Questão real; cenário contextualizado e consulta completa.,,,,
2,QREF-QUAD-003,Quadrix,2018,CRM-PR,Técnico em Tecnologia da Informação,Q959626,LEFT JOIN; preservação de linhas sem correspondência,Certo/Errado,QConcursos,https://www.qconcursos.com/questoes-de-concursos/questoes/f75d5fe3-18,Treino direto de semântica de LEFT JOIN,verificado,Questão real da banca.,,,,
3,QREF-QUAD-004,Quadrix,2018,CRQ 4ª Região-SP,Analista de Sistemas - Programação,Q1297221,SELECT; FROM; semântica de projeção,Certo/Errado,QConcursos,https://www.qconcursos.com/questoes-de-concursos/questoes/31c32921-c2,Calibrar fundamentos de SELECT,verificado,Questão real da banca.,,,,
4,QREF-QUAD-005,Quadrix,2019,FHGV,Técnico em Informática,Q1083204,SELECT; JOIN; WHERE; datas; escolha de consulta correta,Múltipla escolha,QConcursos,https://www.qconcursos.com/questoes-de-concursos/questoes/306f87fd-21,Comparar estilo histórico de múltipla escolha com atual C/E,verificado,Questão real da banca.,,,,
5,QREF-QUAD-006,Quadrix,2026,CRQ 5ª Região-RS,Analista de Informática,Q4219821,SELECT; WHERE; ORDER BY,Múltipla escolha,QConcursos — página de SQL,https://www.qconcursos.com/questoes-de-concursos/disciplinas/tecnologia-da-informacao-banco-de-dados/sql/questoes?has_professor_commentaries=true,Calibrar alternativas sintaticamente plausíveis,verificado,"Questão real da banca, recente.",,,,
6,QREF-QUAD-007,Quadrix,2026,CREFITO 17ª Região,Analista de Tecnologia da Informação,Q4059502,Query contextualizada; WHERE; índice/otimização,Certo/Errado,QConcursos — Banco de Dados Relacionais,https://www.qconcursos.com/questoes-de-concursos/disciplinas/tecnologia-da-informacao-banco-de-dados/banco-de-dados-relacionais/questoes?page=2,Calibrar integração SQL + desempenho; reutilizada em TI-BD-003-23 — índice e filtro.,verificado,Questão real recente da banca.,,,,
7,QREF-QUAD-ACERVO,Quadrix,2017-2026,Diversos,Acervo oficial de provas,Acervo oficial,Provas completas e gabaritos,Variável,Quadrix oficial,https://ajuda.quadrix.org.br/pt-BR/collections/5822859-provas-anteriores,Fonte prioritária para localizar prova original antes de usar banco secundário,verificado,Quadrix informa mais de 2.000 provas desde 2017 e permite reprodução didática com citação conforme página anual.,,,,
8,QREF-INDEPAC-001,INDEPAC,2024,Município de Votuporanga-SP,Técnico do Executivo XIV – Tecnologia da Informação III,Concurso 03/2024,Prova anterior de TI; gabarito oficial disponível,Múltipla escolha,INDEPAC oficial,https://indepac.selecao.net.br/informacoes/9/,Referência prioritária da banca para cargos de TI,verificado,Página oficial confirma cargo de TI e publicações de gabarito; prova objetiva anterior relevante.,,,,
9,QREF-INDEPAC-002,INDEPAC,2023,FUNDACC Caraguatatuba-SP,Técnico em Informática,Edital 01/2022,Prova anterior de TI; 20 conhecimentos específicos,Múltipla escolha — 5 alternativas,INDEPAC oficial / gabarito oficial,https://institutoindepac.org.br/anexos/3460-1WR0.pdf,Treino histórico e levantamento de incidência em TI,verificado,Gabarito oficial do Técnico em Informática disponível.,,,,
10,QREF-INDEPAC-003,INDEPAC,2022,Prefeitura de Assis-SP,Assistente Técnico de Informática,Concurso 01/2022,Prova anterior de TI; 20 conhecimentos específicos,Múltipla escolha — 4 alternativas,INDEPAC oficial,https://institutoindepac.org.br/anexos/3089-Ew3.pdf,"Calibrar formato de quatro alternativas, semelhante ao SETEC atual",verificado,Edital oficial confirma 4 alternativas e cargo de informática.,,,,
11,QREF-INDEPAC-004,INDEPAC,2024,Município de Bastos-SP,Técnico em Informática,Concurso 01/2024,Prova de TI; 15 conhecimentos específicos,Múltipla escolha,INDEPAC oficial,https://institutoindepac.org.br/anexos/4864-AW718.pdf,Fonte de prova/cargo para busca de questões técnicas,verificado,Conteúdo e prova do cargo confirmados em edital oficial.,,,,
12,QREF-INDEPAC-005,INDEPAC,2025,Prefeitura de Ribeirão Grande-SP,Técnico de Informática,Concurso 01/2025,"Conteúdo inclui Banco de Dados SQL, MSSQL, MySQL, ANSI SQL DDL/DML",Múltipla escolha + prática,Edital localizado na web,https://www.scribd.com/document/951685686/INDEPAC-Ribeirao-Grande-Edital-de-Abertura-CP-012025-06-11-25,Prioridade alta para localizar caderno/gabarito por proximidade temática com SQL,localizado — prova a localizar,O edital é muito aderente ao tema SQL; buscar o caderno oficial quando indexado/disponível.,,,,
13,QREF-INDEPAC-ACERVO,INDEPAC,2017-2026,Diversos,Banco público indexado,Banca INDEPAC,Questões anteriores da banca,Múltipla escolha,QConcursos — índice da banca,https://www.qconcursos.com/questoes-de-concursos/bancas/indepac,Localizador secundário quando a prova oficial não estiver exposta,verificado,Usar apenas como índice/link; não copiar banco proprietário em massa.,,,,
14,BUSCA-QUAD-WINDOW-001,Quadrix,2026,Busca temática,SQL — Funções de janela,ROW_NUMBER/RANK/PARTITION BY,Nenhuma questão específica da banca localizada nos resultados públicos indexados nesta busca,Busca negativa,Pesquisa web,"Pesquisa por termos ROW_NUMBER, PARTITION BY e DENSE_RANK em questões da banca",Produzir questões autorais C/E calibradas pelo padrão Quadrix e repetir busca em novos acervos/provas,registrado,Não usar questão de outra banca como se fosse Quadrix.,,,,
15,BUSCA-INDEPAC-WINDOW-001,INDEPAC,2026,Busca temática,SQL — Funções de janela,ROW_NUMBER/RANK/PARTITION BY,Nenhuma questão específica da banca localizada nos resultados públicos indexados nesta busca,Busca negativa,Pesquisa web,Pesquisa por termos ROW_NUMBER e PARTITION BY em questões da banca,Produzir múltipla escolha autoral de 4 alternativas calibrada pelo padrão INDEPAC e repetir busca em provas futuras,registrado,Manter lacuna explícita.,,,,
16,QREF-QUAD-008,Quadrix,2026,CREFITO 17ª Região,Analista de Tecnologia da Informação,Q4059503,SELECT; classificação DDL/DQL,Certo/Errado,QConcursos — questão real,https://www.qconcursos.com/questoes-de-concursos/questoes/c3797c52-52,Auditoria TI-BD-003-01,literal inserida,Questão real transcrita no caderno com explicação própria.,,,,
17,QREF-QUAD-009,Quadrix,2017,CFO-DF,Analista de Suporte de Tecnologia da Informação,Q824812,WHERE; comparação entre colunas; operadores relacionais,Certo/Errado,QConcursos — questão real,https://www.qconcursos.com/questoes-de-concursos/questoes/97631a4f-57,Auditoria TI-BD-003-03,literal inserida,Questão real transcrita no caderno com explicação própria.,,,,
18,QREF-QUAD-010,Quadrix,2013,CRMV-SP,Técnico em Informática,Q699619,LIKE; padrão textual,Múltipla escolha,QConcursos — questão real,https://www.qconcursos.com/questoes-de-concursos/questoes/d700c98c-87,Auditoria TI-BD-003-04,literal inserida,Questão real transcrita no caderno com explicação própria.,,,,
19,QREF-QUAD-011,Quadrix,2014,COBRA Tecnologia,Analista de Operações,Q605074,BETWEEN; filtros por intervalo,Múltipla escolha,QConcursos — questão real,https://www.qconcursos.com/questoes-de-concursos/questoes?exam_ids%5B%5D=39706,Auditoria TI-BD-003-04,literal inserida,Questão real transcrita no caderno com explicação própria.,,,,
20,QREF-QUAD-012,Quadrix,2023,CREA-GO,Analista de Área - TI,Q2348242,DISTINCT,Certo/Errado,QConcursos — questão real,https://www.qconcursos.com/questoes-de-concursos/questoes/8b009566-b7,Auditoria TI-BD-003-05,literal inserida,Questão real transcrita no caderno com explicação própria.,,,,
21,QREF-QUAD-013,Quadrix,2018,CRQ 4ª Região-SP,Analista de Sistemas - Programação,Q1297223,ORDER BY com coluna fora do SELECT,Certo/Errado,QConcursos — questão real,https://www.qconcursos.com/questoes-de-concursos/questoes/31c9f09b-c2,Auditoria TI-BD-003-05,literal inserida,Questão real transcrita no caderno com explicação própria.,,,,
22,QREF-QUAD-014,Quadrix,2018,COREN-RS,Analista - Tecnologia da Informação,Q1083412,SUM; GROUP BY; relacionamento,Múltipla escolha,QConcursos — questão real,https://www.qconcursos.com/questoes-de-concursos/questoes/ba1765b4-21,Auditoria TI-BD-003-07 e 08,literal inserida,Questão real transcrita no caderno com explicação própria.,,,,
23,QREF-QUAD-015,Quadrix,2017,CFO-DF,Analista de Suporte de Tecnologia da Informação,Q824809,WHERE x HAVING,Certo/Errado,QConcursos — questão real,https://www.qconcursos.com/questoes-de-concursos/questoes/975a87b2-57,Auditoria TI-BD-003-08,literal inserida,Questão real transcrita no caderno com explicação própria.,,,,
24,QREF-QUAD-016,Quadrix,2024,CFP,Analista Técnico/TI/Desenvolvimento,Q3101991,EXISTS; correlação,Certo/Errado,QConcursos — questão real,https://www.qconcursos.com/questoes-de-concursos/disciplinas/tecnologia-da-informacao-banco-de-dados/sql/questoes?has_professor_commentaries=true&page=26,Auditoria TI-BD-003-12,literal inserida,Questão real transcrita no caderno com explicação própria.,,,,
25,QREF-QUAD-017,Quadrix,2013,CRQ 4ª Região-SP,Analista de Sistemas - Programação,Q825051,UNION x UNION ALL,Múltipla escolha,QConcursos — questão real,https://www.qconcursos.com/questoes-de-concursos/questoes/a41c223c-58,Auditoria TI-BD-003-13,literal inserida,Questão real transcrita no caderno com explicação própria.,,,,
26,QREF-QUAD-018,Quadrix,2019,CRA-PR,Analista Sistema I,Q975532,DISTINCT em consulta aninhada,Certo/Errado,QConcursos — questão real,https://www.qconcursos.com/questoes-de-concursos/questoes/18587fcc-4f,Auditoria TI-BD-003-11,literal inserida,Questão real transcrita no caderno com explicação própria.,,,,
27,BUSCA-INDEPAC-SQL-01,INDEPAC,2026,Busca temática,TI-BD-003-01 — Fundamentos de SQL,SELECT / DDL / DML / DQL,Nenhuma questão literal INDEPAC localizada nos resultados públicos indexados consultados,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + SQL + SELECT + banco de dados,Autorizar questão autoral de 4 alternativas para este subtema,registrado,"Provas/cargos de TI da banca foram localizados, mas não questão SQL literal verificável.",,,,
28,BUSCA-INDEPAC-SQL-02,INDEPAC,2026,Busca temática,TI-BD-003-02 — SELECT e expressões,SELECT / aliases / expressões,Nenhuma questão literal INDEPAC localizada,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + SQL + SELECT,Autorizar questão autoral de 4 alternativas,registrado,Lacuna documentada.,,,,
29,BUSCA-INDEPAC-SQL-03,INDEPAC,2026,Busca temática,TI-BD-003-03 — WHERE e operadores,WHERE / AND / OR / comparação,Nenhuma questão literal INDEPAC localizada,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + SQL + WHERE,Autorizar questão autoral de 4 alternativas,registrado,Lacuna documentada.,,,,
30,BUSCA-INDEPAC-SQL-04,INDEPAC,2026,Busca temática,TI-BD-003-04 — Predicados e NULL,LIKE / BETWEEN / NULL / IN,Nenhuma questão literal INDEPAC localizada,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + SQL + LIKE + BETWEEN + NULL,Autorizar questão autoral de 4 alternativas,registrado,Lacuna documentada.,,,,
31,BUSCA-INDEPAC-SQL-05,INDEPAC,2026,Busca temática,TI-BD-003-05 — DISTINCT e ORDER BY,DISTINCT / ORDER BY,Nenhuma questão literal INDEPAC localizada,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + SQL + DISTINCT + ORDER BY,Autorizar questão autoral de 4 alternativas,registrado,Lacuna documentada.,,,,
32,QREF-QUAD-019,Quadrix,2024,CRN 8ª Região-PR,Assistente de Tecnologia da Informação Júnior,Q3469750,Função UPPER em INSERT/PLSQL Oracle,Múltipla escolha,QConcursos / Gran,https://www.qconcursos.com/questoes-de-concursos/disciplinas/tecnologia-da-informacao-banco-de-dados/sql/questoes?page=25,Auditoria TI-BD-003-06,real localizada,Questão real útil para função escalar UPPER e também para INSERT.,,,,
33,QREF-QUAD-020,Quadrix,2026,CREF-11,Analista de TI - Suporte,4211658 (Magna),LEFT JOIN + IS NULL; anti-join,Certo/Errado,Magna Concursos — questão real,https://magnaconcursos.com/questoes/ti-banco-dados?numPage=3,Auditoria TI-BD-003-10,real localizada,Questão real sobre anti-join com LEFT JOIN e teste IS NULL.,,,,
34,QREF-QUAD-021,Quadrix,2026,CREF-11,Analista de TI - Suporte,4211659 (Magna),NOT IN; subconsulta; NULL,Certo/Errado,Magna Concursos — questão real,https://magnaconcursos.com/questoes/ti-banco-dados?numPage=3,Auditoria TI-BD-003-04 e 12,real localizada,Questão real sobre armadilha de NULL em NOT IN.,,,,
35,BUSCA-INDEPAC-SQL-06,INDEPAC,2026,Busca temática,TI-BD-003-06 — Funções escalares,UPPER / LOWER / ROUND / funções SQL,Nenhuma questão literal INDEPAC localizada,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + SQL + funções escalares,Autorizar questão autoral de 4 alternativas,registrado,Lacuna documentada.,,,,
36,BUSCA-INDEPAC-SQL-07,INDEPAC,2026,Busca temática,TI-BD-003-07 — Agregações,COUNT / SUM / AVG / MIN / MAX,Nenhuma questão literal INDEPAC localizada,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + SQL + agregações,Autorizar questão autoral de 4 alternativas,registrado,Lacuna documentada.,,,,
37,BUSCA-INDEPAC-SQL-08,INDEPAC,2026,Busca temática,TI-BD-003-08 — GROUP BY e HAVING,GROUP BY / HAVING,Nenhuma questão literal INDEPAC localizada,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + SQL + GROUP BY + HAVING,Autorizar questão autoral de 4 alternativas,registrado,Lacuna documentada.,,,,
38,BUSCA-INDEPAC-SQL-09,INDEPAC,2026,Busca temática,TI-BD-003-09 — JOINs fundamentais,INNER / LEFT / RIGHT / FULL / CROSS JOIN,Nenhuma questão literal INDEPAC localizada,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + SQL + JOIN,Autorizar questão autoral de 4 alternativas,registrado,Lacuna documentada.,,,,
39,BUSCA-INDEPAC-SQL-10,INDEPAC,2026,Busca temática,TI-BD-003-10 — JOINs avançados,anti-join / ON x WHERE / NULL,Nenhuma questão literal INDEPAC localizada,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + SQL + LEFT JOIN + WHERE,Autorizar questão autoral de 4 alternativas,registrado,Lacuna documentada.,,,,
40,QREF-QUAD-022,Quadrix,2019,CRA-PR,Analista Sistema I,Q975533,Subconsultas; retorno de uma ou várias colunas/tuplas,Certo/Errado,QConcursos,https://www.qconcursos.com/questoes-de-concursos/questoes?discipline_ids%5B%5D=96&has_commentaries=true&page=98&subject_ids%5B%5D=4536,Auditoria TI-BD-003-11,real localizada,Questão real mais aderente ao conceito geral de subconsulta.,,,,
41,QREF-QUAD-023,Quadrix,2022,CRC-PR,Analista de Informática,Q1944080,WITH RECURSIVE; recursividade em SQL,Certo/Errado,QConcursos / Gran,https://www.qconcursos.com/questoes-de-concursos/disciplinas/tecnologia-da-informacao-banco-de-dados/sql/questoes?has_professor_commentaries=true&page=65,Auditoria TI-BD-003-14,real localizada,Questão real sobre cláusula WITH RECURSIVE.,,,,
42,BUSCA-QUAD-ANYALL-001,Quadrix,2026,Busca temática,TI-BD-003-12 — ANY/ALL/SOME,ANY / ALL / SOME,Nenhuma questão específica Quadrix localizada nos resultados públicos indexados consultados,Busca negativa,Pesquisa web,Busca por Quadrix + SQL + ANY + ALL + SOME,Autorizar complemento autoral apenas para ANY/ALL/SOME,registrado,EXISTS e NOT IN possuem questões reais; a lacuna é apenas dos quantificadores ANY/ALL/SOME.,,,,
43,BUSCA-INDEPAC-SQL-11,INDEPAC,2026,Busca temática,TI-BD-003-11 — Subconsultas,subquery / consulta aninhada,Nenhuma questão literal INDEPAC localizada,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + SQL + subconsulta,Autorizar questão autoral de 4 alternativas,registrado,Lacuna documentada.,,,,
44,BUSCA-INDEPAC-SQL-12,INDEPAC,2026,Busca temática,"TI-BD-003-12 — EXISTS, IN, ANY/ALL",EXISTS / IN / NOT IN / ANY / ALL,Nenhuma questão literal INDEPAC localizada,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + SQL + EXISTS + IN + ANY + ALL,Autorizar questão autoral de 4 alternativas,registrado,Lacuna documentada.,,,,
45,BUSCA-INDEPAC-SQL-13,INDEPAC,2026,Busca temática,TI-BD-003-13 — Operações de conjunto,UNION / INTERSECT / EXCEPT,Nenhuma questão literal INDEPAC localizada,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + SQL + UNION + INTERSECT + EXCEPT,Autorizar questão autoral de 4 alternativas,registrado,Lacuna documentada.,,,,
46,BUSCA-INDEPAC-SQL-14,INDEPAC,2026,Busca temática,TI-BD-003-14 — CTEs,WITH / WITH RECURSIVE / CTE,Nenhuma questão literal INDEPAC localizada,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + SQL + WITH RECURSIVE,Autorizar questão autoral de 4 alternativas,registrado,Lacuna documentada.,,,,
47,BUSCA-INDEPAC-SQL-15,INDEPAC,2026,Busca temática,TI-BD-003-15 — Funções de janela,ROW_NUMBER / RANK / DENSE_RANK / PARTITION BY,Nenhuma questão literal INDEPAC localizada,Busca negativa,Pesquisa web + acervo público INDEPAC,Busca por INDEPAC + funções de janela SQL,Autorizar questão autoral de 4 alternativas,registrado,Lacuna documentada; busca negativa já refletida na auditoria de janela.,,,,
48,QREF-QUAD-024,Quadrix,2013,CRQ 4ª Região-SP,Analista de Sistemas - Programação,Q825040,INSERT; sintaxe INSERT INTO ... VALUES; lista de colunas,Múltipla escolha,QConcursos,https://www.qconcursos.com/questoes-de-concursos/questoes/a3fae17f-58,TI-BD-003-16 — treino real de sintaxe INSERT,real localizada,Gabarito D. Usar referência/trecho curto e explicação própria; questão completa permanece na fonte.,,,,
49,QREF-QUAD-025,Quadrix,2024,COREN-PR,Analista de Tecnologia da Informação,Q2551857,INSERT INTO; lista explícita de colunas; VALUES,Certo/Errado,QConcursos,https://www.qconcursos.com/questoes-de-concursos/questoes/74a3eee6-50,TI-BD-003-16 — treino real de INSERT com colunas explícitas,real localizada,Item real do caderno COREN-PR; resposta Certo. Instrução sintaticamente válida.,,,,
50,QREF-QUAD-026,Quadrix,2025,CRC-SP,Assistente Web e Multimídia,Q3438176,INSERT x UPDATE; finalidade de INSERT INTO,Certo/Errado,QConcursos / prova PDF,https://www.qconcursos.com/questoes-de-concursos/questoes/16947099-51,TI-BD-003-16 — distinguir inserir de modificar,real localizada,Item 106 da prova. Afirmação é Errada: INSERT cria novas linhas; UPDATE modifica existentes.,,,,
51,BUSCA-INDEPAC-SQL-16,INDEPAC,2026,Busca temática,TI-BD-003-16 — INSERT,INSERT INTO / VALUES / INSERT SELECT / DML,Nenhuma questão literal INDEPAC de INSERT foi localizada nos resultados públicos indexados consultados,Busca negativa,Pesquisa web + acervo público INDEPAC,Buscas por INDEPAC + SQL + INSERT INTO + VALUES + informática,Autorizar questões autorais de 4 alternativas apenas para INSERT,registrado,"Continuar guardando provas oficiais da banca; se surgir questão real, substituir prioridade do fallback autoral.",,,,
52,QREF-QUAD-027,Quadrix,2024,COREN-PR,Analista de Tecnologia da Informação,Q2551858,UPDATE; SET; WHERE; comando MODIFY incorreto,Certo/Errado,QConcursos,https://www.qconcursos.com/questoes-de-concursos/provas/quadrix-2024-coren-pr-analista-de-tecnologia-da-informacao/questoes?discipline_ids%5B%5D=96,TI-BD-003-17 — distinguir UPDATE de MODIFY e revisar SET/WHERE,real localizada,Item 89 da prova; gabarito definitivo Errado.,,,,
53,QREF-QUAD-028,Quadrix,2024,IBICT,Tecnologista - Tecnologia da Informação,Q2509343,UPDATE; SET; WHERE; operador de igualdade,Certo/Errado,QConcursos,https://www.qconcursos.com/questoes-de-concursos/provas/quadrix-2024-ibict-tecnologista-tecnologia-da-informacao/questoes?discipline_ids%5B%5D=96,TI-BD-003-17 — sintaxe UPDATE e operador =,real localizada,A instrução mostrada usa == em vez de =; item deve ser julgado Errado.,,,,
54,BUSCA-INDEPAC-SQL-17,INDEPAC,2026,Busca temática,TI-BD-003-17 — UPDATE,UPDATE / SET / WHERE / atualização SQL,Nenhuma questão literal INDEPAC de UPDATE foi localizada nos resultados públicos indexados consultados,Busca negativa,Pesquisa web + acervo público INDEPAC,Buscas por INDEPAC + SQL + UPDATE + SET + informática,Autorizar questões autorais de 4 alternativas apenas para UPDATE,registrado,"Se questão real for localizada futuramente, ela passa a ter prioridade sobre o fallback autoral.",,,,
